Zip_Code,Total_Mean,count,median_listing_price,month_date_yyyymm,FEMA_Impact,Post_Disaster,FEMA_Impact_Num
75852,13.25151420635386,1,62500,201701,Low Impact,0,0
75852,13.25151420635386,1,127500,201905,Low Impact,1,0
75852,13.25151420635386,1,702000,202509,Low Impact,1,0
75852,13.25151420635386,1,215000,202204,Low Impact,1,0
75852,13.25151420635386,1,177000,202506,Low Impact,1,0
75852,13.25151420635386,1,299900,202503,Low Impact,1,0
75852,13.25151420635386,1,142143,201903,Low Impact,1,0
75852,13.25151420635386,1,275000,202003,Low Impact,1,0
75852,13.25151420635386,1,702000,202507,Low Impact,1,0
75852,13.25151420635386,1,199750,201910,Low Impact,1,0
75852,13.25151420635386,1,107000,201709,Low Impact,1,0
75852,13.25151420635386,1,297000,202211,Low Impact,1,0
75852,13.25151420635386,1,430475,202502,Low Impact,1,0
75852,13.25151420635386,1,80000,201707,Low Impact,0,0
75852,13.25151420635386,1,1199000,202511,Low Impact,1,0
75852,13.25151420635386,1,185000,201906,Low Impact,1,0
75852,13.25151420635386,1,210000,201811,Low Impact,1,0
75852,13.25151420635386,1,159000,202309,Low Impact,1,0
75852,13.25151420635386,1,205000,202504,Low Impact,1,0
75852,13.25151420635386,1,335000,202208,Low Impact,1,0
75852,13.25151420635386,1,188705,201909,Low Impact,1,0
75852,13.25151420635386,1,247000,202301,Low Impact,1,0
75852,13.25151420635386,1,1199000,202512,Low Impact,1,0
75852,13.25151420635386,1,125000,202101,Low Impact,1,0
75852,13.25151420635386,1,172450,202401,Low Impact,1,0
75852,13.25151420635386,1,424450,202207,Low Impact,1,0
75852,13.25151420635386,1,247500,202004,Low Impact,1,0
75852,13.25151420635386,1,167500,201801,Low Impact,1,0
75852,13.25151420635386,1,192000,201907,Low Impact,1,0
75852,13.25151420635386,1,247500,202005,Low Impact,1,0
75852,13.25151420635386,1,167250,202308,Low Impact,1,0
75852,13.25151420635386,1,335000,202210,Low Impact,1,0
75852,13.25151420635386,1,162500,201804,Low Impact,1,0
75852,13.25151420635386,1,386950,202412,Low Impact,1,0
75852,13.25151420635386,1,394500,202411,Low Impact,1,0
75852,13.25151420635386,1,234950,201807,Low Impact,1,0
75852,13.25151420635386,1,171225,202310,Low Impact,1,0
75852,13.25151420635386,1,269000,202212,Low Impact,1,0
75852,13.25151420635386,1,175000,202311,Low Impact,1,0
75852,13.25151420635386,1,105000,201609,Low Impact,0,0
75852,13.25151420635386,1,90000,201612,Low Impact,0,0
75852,13.25151420635386,1,152000,202405,Low Impact,1,0
75852,13.25151420635386,1,275000,202001,Low Impact,1,0
75852,13.25151420635386,1,437975,202410,Low Impact,1,0
75852,13.25151420635386,1,260000,202303,Low Impact,1,0
75852,13.25151420635386,1,330000,201607,Low Impact,0,0
75852,13.25151420635386,1,115000,201712,Low Impact,1,0
75852,13.25151420635386,1,115000,202108,Low Impact,1,0
75852,13.25151420635386,1,155000,202402,Low Impact,1,0
75852,13.25151420635386,1,187682,201908,Low Impact,1,0
75852,13.25151420635386,1,155000,202403,Low Impact,1,0
75852,13.25151420635386,1,313725,202209,Low Impact,1,0
75852,13.25151420635386,1,267250,202302,Low Impact,1,0
75852,13.25151420635386,1,68750,201702,Low Impact,0,0
75852,13.25151420635386,1,89500,201708,Low Impact,1,0
75852,13.25151420635386,1,186250,201805,Low Impact,1,0
75852,13.25151420635386,1,233750,202006,Low Impact,1,0
75852,13.25151420635386,1,265900,202109,Low Impact,1,0
75852,13.25151420635386,1,210000,201810,Low Impact,1,0
75852,13.25151420635386,1,90000,201610,Low Impact,0,0
75852,13.25151420635386,1,234950,201809,Low Impact,1,0
75852,13.25151420635386,1,375000,202111,Low Impact,1,0
75852,13.25151420635386,1,702000,202508,Low Impact,1,0
75852,13.25151420635386,1,220000,202306,Low Impact,1,0
75852,13.25151420635386,1,152000,202404,Low Impact,1,0
75852,13.25151420635386,1,160000,201901,Low Impact,1,0
75852,13.25151420635386,1,169000,202105,Low Impact,1,0
75852,13.25151420635386,1,105000,201904,Low Impact,1,0
75852,13.25151420635386,1,325000,202112,Low Impact,1,0
75852,13.25151420635386,1,275500,202407,Low Impact,1,0
75852,13.25151420635386,1,348939,202009,Low Impact,1,0
75852,13.25151420635386,1,336325,202409,Low Impact,1,0
75852,13.25151420635386,1,190000,202505,Low Impact,1,0
75852,13.25151420635386,1,247500,202007,Low Impact,1,0
75852,13.25151420635386,1,97877,202011,Low Impact,1,0
75852,13.25151420635386,1,234950,201808,Low Impact,1,0
75852,13.25151420635386,1,149900,202202,Low Impact,1,0
75852,13.25151420635386,1,737000,202201,Low Impact,1,0
75852,13.25151420635386,1,75750,201706,Low Impact,0,0
75852,13.25151420635386,1,165000,202010,Low Impact,1,0
75852,13.25151420635386,1,97500,201703,Low Impact,0,0
75852,13.25151420635386,1,115000,201608,Low Impact,0,0
75852,13.25151420635386,1,275000,201912,Low Impact,1,0
75852,13.25151420635386,1,180000,202312,Low Impact,1,0
75852,13.25151420635386,1,208750,202206,Low Impact,1,0
75852,13.25151420635386,1,252000,202408,Low Impact,1,0
75852,13.25151420635386,1,80000,201704,Low Impact,0,0
75852,13.25151420635386,1,275000,202002,Low Impact,1,0
75852,13.25151420635386,1,205000,202203,Low Impact,1,0
75852,13.25151420635386,1,170000,201902,Low Impact,1,0
75852,13.25151420635386,1,111000,201710,Low Impact,1,0
75852,13.25151420635386,1,225000,201812,Low Impact,1,0
75852,13.25151420635386,1,80000,201705,Low Impact,0,0
75852,13.25151420635386,1,348939,202008,Low Impact,1,0
75852,13.25151420635386,1,115000,201711,Low Impact,1,0
75852,13.25151420635386,1,210000,201911,Low Impact,1,0
75852,13.25151420635386,1,205000,202406,Low Impact,1,0
75852,13.25151420635386,1,1036750,202510,Low Impact,1,0
75852,13.25151420635386,1,111439,202012,Low Impact,1,0
75852,13.25151420635386,1,206250,202205,Low Impact,1,0
75852,13.25151420635386,1,220000,201802,Low Impact,1,0
75852,13.25151420635386,1,225000,202304,Low Impact,1,0
75852,13.25151420635386,1,215000,202307,Low Impact,1,0
75852,13.25151420635386,1,225000,202305,Low Impact,1,0
75852,13.25151420635386,1,167500,201803,Low Impact,1,0
75852,13.25151420635386,1,NA,202103,Low Impact,1,0
75852,13.25151420635386,1,125000,202102,Low Impact,1,0
75852,13.25151420635386,1,386950,202501,Low Impact,1,0
75852,13.25151420635386,1,293750,202110,Low Impact,1,0
75852,13.25151420635386,1,259500,201806,Low Impact,1,0
75852,13.25151420635386,1,129325,201611,Low Impact,0,0
75862,16.92394035507706,2,115000,201612,Low Impact,0,0
75862,16.92394035507706,2,130214,201904,Low Impact,1,0
75862,16.92394035507706,2,194925,202111,Low Impact,1,0
75862,16.92394035507706,2,229900,202205,Low Impact,1,0
75862,16.92394035507706,2,135214,201903,Low Impact,1,0
75862,16.92394035507706,2,275000,202503,Low Impact,1,0
75862,16.92394035507706,2,128470,202105,Low Impact,1,0
75862,16.92394035507706,2,119200,201609,Low Impact,0,0
75862,16.92394035507706,2,275000,202409,Low Impact,1,0
75862,16.92394035507706,2,164950,202101,Low Impact,1,0
75862,16.92394035507706,2,128300,201907,Low Impact,1,0
75862,16.92394035507706,2,133750,201804,Low Impact,1,0
75862,16.92394035507706,2,139900,201906,Low Impact,1,0
75862,16.92394035507706,2,256872,202301,Low Impact,1,0
75862,16.92394035507706,2,127750,201704,Low Impact,0,0
75862,16.92394035507706,2,147450,201911,Low Impact,1,0
75862,16.92394035507706,2,122500,201608,Low Impact,0,0
75862,16.92394035507706,2,204000,202109,Low Impact,1,0
75862,16.92394035507706,2,257404,202211,Low Impact,1,0
75862,16.92394035507706,2,120000,201611,Low Impact,0,0
75862,16.92394035507706,2,230750,202512,Low Impact,1,0
75862,16.92394035507706,2,259900,202212,Low Impact,1,0
75862,16.92394035507706,2,221975,202202,Low Impact,1,0
75862,16.92394035507706,2,275000,202507,Low Impact,1,0
75862,16.92394035507706,2,238750,202405,Low Impact,1,0
75862,16.92394035507706,2,185000,202110,Low Impact,1,0
75862,16.92394035507706,2,229000,202204,Low Impact,1,0
75862,16.92394035507706,2,120000,201701,Low Impact,0,0
75862,16.92394035507706,2,139700,201902,Low Impact,1,0
75862,16.92394035507706,2,148945,201805,Low Impact,1,0
75862,16.92394035507706,2,179900,202010,Low Impact,1,0
75862,16.92394035507706,2,130000,201809,Low Impact,1,0
75862,16.92394035507706,2,277450,202506,Low Impact,1,0
75862,16.92394035507706,2,133250,201710,Low Impact,1,0
75862,16.92394035507706,2,269900,202304,Low Impact,1,0
75862,16.92394035507706,2,279800,202504,Low Impact,1,0
75862,16.92394035507706,2,147000,202002,Low Impact,1,0
75862,16.92394035507706,2,179900,202009,Low Impact,1,0
75862,16.92394035507706,2,165000,202102,Low Impact,1,0
75862,16.92394035507706,2,139500,201709,Low Impact,1,0
75862,16.92394035507706,2,253500,202209,Low Impact,1,0
75862,16.92394035507706,2,250950,202309,Low Impact,1,0
75862,16.92394035507706,2,140000,201912,Low Impact,1,0
75862,16.92394035507706,2,245500,202207,Low Impact,1,0
75862,16.92394035507706,2,169900,202012,Low Impact,1,0
75862,16.92394035507706,2,179900,202011,Low Impact,1,0
75862,16.92394035507706,2,135475,201811,Low Impact,1,0
75862,16.92394035507706,2,135000,201801,Low Impact,1,0
75862,16.92394035507706,2,249000,202501,Low Impact,1,0
75862,16.92394035507706,2,181725,202112,Low Impact,1,0
75862,16.92394035507706,2,129200,202104,Low Impact,1,0
75862,16.92394035507706,2,224475,202203,Low Impact,1,0
75862,16.92394035507706,2,142500,202001,Low Impact,1,0
75862,16.92394035507706,2,139000,201706,Low Impact,0,0
75862,16.92394035507706,2,139750,201707,Low Impact,0,0
75862,16.92394035507706,2,259000,202210,Low Impact,1,0
75862,16.92394035507706,2,242000,202511,Low Impact,1,0
75862,16.92394035507706,2,133173,201908,Low Impact,1,0
75862,16.92394035507706,2,249950,202312,Low Impact,1,0
75862,16.92394035507706,2,248000,202403,Low Impact,1,0
75862,16.92394035507706,2,256438,202310,Low Impact,1,0
75862,16.92394035507706,2,238500,202406,Low Impact,1,0
75862,16.92394035507706,2,177500,202005,Low Impact,1,0
75862,16.92394035507706,2,136450,201705,Low Impact,0,0
75862,16.92394035507706,2,130000,201810,Low Impact,1,0
75862,16.92394035507706,2,265300,202402,Low Impact,1,0
75862,16.92394035507706,2,266249,202411,Low Impact,1,0
75862,16.92394035507706,2,149900,201806,Low Impact,1,0
75862,16.92394035507706,2,245975,202404,Low Impact,1,0
75862,16.92394035507706,2,245000,202412,Low Impact,1,0
75862,16.92394035507706,2,146405,201910,Low Impact,1,0
75862,16.92394035507706,2,249000,202208,Low Impact,1,0
75862,16.92394035507706,2,136625,201708,Low Impact,1,0
75862,16.92394035507706,2,169000,202006,Low Impact,1,0
75862,16.92394035507706,2,129925,201802,Low Impact,1,0
75862,16.92394035507706,2,245750,202407,Low Impact,1,0
75862,16.92394035507706,2,265000,202508,Low Impact,1,0
75862,16.92394035507706,2,268178,202306,Low Impact,1,0
75862,16.92394035507706,2,146700,201807,Low Impact,1,0
75862,16.92394035507706,2,189900,202107,Low Impact,1,0
75862,16.92394035507706,2,265000,202410,Low Impact,1,0
75862,16.92394035507706,2,125500,201703,Low Impact,0,0
75862,16.92394035507706,2,251425,202308,Low Impact,1,0
75862,16.92394035507706,2,132725,202103,Low Impact,1,0
75862,16.92394035507706,2,140950,201812,Low Impact,1,0
75862,16.92394035507706,2,244000,202206,Low Impact,1,0
75862,16.92394035507706,2,142582,201909,Low Impact,1,0
75862,16.92394035507706,2,259950,202509,Low Impact,1,0
75862,16.92394035507706,2,269403,202305,Low Impact,1,0
75862,16.92394035507706,2,152450,201607,Low Impact,0,0
75862,16.92394035507706,2,249900,202510,Low Impact,1,0
75862,16.92394035507706,2,273928,202303,Low Impact,1,0
75862,16.92394035507706,2,120000,201702,Low Impact,0,0
75862,16.92394035507706,2,142000,201901,Low Impact,1,0
75862,16.92394035507706,2,161725,202003,Low Impact,1,0
75862,16.92394035507706,2,120000,201610,Low Impact,0,0
75862,16.92394035507706,2,147475,202106,Low Impact,1,0
75862,16.92394035507706,2,264950,202408,Low Impact,1,0
75862,16.92394035507706,2,159900,202004,Low Impact,1,0
75862,16.92394035507706,2,269950,202502,Low Impact,1,0
75862,16.92394035507706,2,203738,202108,Low Impact,1,0
75862,16.92394035507706,2,269400,202302,Low Impact,1,0
75862,16.92394035507706,2,252750,202401,Low Impact,1,0
75862,16.92394035507706,2,275000,202505,Low Impact,1,0
75862,16.92394035507706,2,157500,202008,Low Impact,1,0
75862,16.92394035507706,2,229000,202201,Low Impact,1,0
75862,16.92394035507706,2,253888,202311,Low Impact,1,0
75862,16.92394035507706,2,139500,201712,Low Impact,1,0
75862,16.92394035507706,2,129925,201905,Low Impact,1,0
75862,16.92394035507706,2,130000,201803,Low Impact,1,0
75862,16.92394035507706,2,129950,201711,Low Impact,1,0
75862,16.92394035507706,2,177450,202007,Low Impact,1,0
75862,16.92394035507706,2,250000,202307,Low Impact,1,0
75862,16.92394035507706,2,140325,201808,Low Impact,1,0
77002,36.82180796476492,7,292500,201809,Low Impact,1,0
77002,36.82180796476492,7,325000,201804,Low Impact,1,0
77002,36.82180796476492,7,334821,201904,Low Impact,1,0
77002,36.82180796476492,7,320250,202209,Low Impact,1,0
77002,36.82180796476492,7,346875,202103,Low Impact,1,0
77002,36.82180796476492,7,360000,202104,Low Impact,1,0
77002,36.82180796476492,7,332000,202212,Low Impact,1,0
77002,36.82180796476492,7,371150,202108,Low Impact,1,0
77002,36.82180796476492,7,364450,202206,Low Impact,1,0
77002,36.82180796476492,7,379250,202308,Low Impact,1,0
77002,36.82180796476492,7,312500,202210,Low Impact,1,0
77002,36.82180796476492,7,310000,202501,Low Impact,1,0
77002,36.82180796476492,7,328500,202302,Low Impact,1,0
77002,36.82180796476492,7,313861,202409,Low Impact,1,0
77002,36.82180796476492,7,315000,202009,Low Impact,1,0
77002,36.82180796476492,7,299675,202007,Low Impact,1,0
77002,36.82180796476492,7,315950,202408,Low Impact,1,0
77002,36.82180796476492,7,365000,202107,Low Impact,1,0
77002,36.82180796476492,7,343675,202402,Low Impact,1,0
77002,36.82180796476492,7,341750,201912,Low Impact,1,0
77002,36.82180796476492,7,320000,201702,Low Impact,0,0
77002,36.82180796476492,7,292450,201709,Low Impact,1,0
77002,36.82180796476492,7,304950,202005,Low Impact,1,0
77002,36.82180796476492,7,329900,201901,Low Impact,1,0
77002,36.82180796476492,7,333725,201811,Low Impact,1,0
77002,36.82180796476492,7,317000,202010,Low Impact,1,0
77002,36.82180796476492,7,341750,201711,Low Impact,1,0
77002,36.82180796476492,7,318750,202112,Low Impact,1,0
77002,36.82180796476492,7,323500,202003,Low Impact,1,0
77002,36.82180796476492,7,327500,201611,Low Impact,0,0
77002,36.82180796476492,7,314900,202511,Low Impact,1,0
77002,36.82180796476492,7,299950,202512,Low Impact,1,0
77002,36.82180796476492,7,426749,202305,Low Impact,1,0
77002,36.82180796476492,7,307500,202506,Low Impact,1,0
77002,36.82180796476492,7,310000,202008,Low Impact,1,0
77002,36.82180796476492,7,311175,202510,Low Impact,1,0
77002,36.82180796476492,7,329444,202403,Low Impact,1,0
77002,36.82180796476492,7,299000,202101,Low Impact,1,0
77002,36.82180796476492,7,329444,202404,Low Impact,1,0
77002,36.82180796476492,7,319675,202407,Low Impact,1,0
77002,36.82180796476492,7,313725,202410,Low Impact,1,0
77002,36.82180796476492,7,326000,201704,Low Impact,0,0
77002,36.82180796476492,7,303750,202507,Low Impact,1,0
77002,36.82180796476492,7,318250,201610,Low Impact,0,0
77002,36.82180796476492,7,308750,202412,Low Impact,1,0
77002,36.82180796476492,7,312500,202406,Low Impact,1,0
77002,36.82180796476492,7,314500,201607,Low Impact,0,0
77002,36.82180796476492,7,299675,201905,Low Impact,1,0
77002,36.82180796476492,7,324975,201805,Low Impact,1,0
77002,36.82180796476492,7,362000,201712,Low Impact,1,0
77002,36.82180796476492,7,324000,202301,Low Impact,1,0
77002,36.82180796476492,7,320000,202105,Low Impact,1,0
77002,36.82180796476492,7,350000,202110,Low Impact,1,0
77002,36.82180796476492,7,336875,201802,Low Impact,1,0
77002,36.82180796476492,7,319000,202503,Low Impact,1,0
77002,36.82180796476492,7,304900,201808,Low Impact,1,0
77002,36.82180796476492,7,328250,202111,Low Impact,1,0
77002,36.82180796476492,7,321500,202303,Low Impact,1,0
77002,36.82180796476492,7,326000,201701,Low Impact,0,0
77002,36.82180796476492,7,315000,202508,Low Impact,1,0
77002,36.82180796476492,7,324900,201812,Low Impact,1,0
77002,36.82180796476492,7,323675,202405,Low Impact,1,0
77002,36.82180796476492,7,406123,202306,Low Impact,1,0
77002,36.82180796476492,7,325000,202102,Low Impact,1,0
77002,36.82180796476492,7,317500,202201,Low Impact,1,0
77002,36.82180796476492,7,299995,202509,Low Impact,1,0
77002,36.82180796476492,7,323500,201907,Low Impact,1,0
77002,36.82180796476492,7,324000,202211,Low Impact,1,0
77002,36.82180796476492,7,322450,201806,Low Impact,1,0
77002,36.82180796476492,7,319625,201706,Low Impact,0,0
77002,36.82180796476492,7,335000,201910,Low Impact,1,0
77002,36.82180796476492,7,345950,201801,Low Impact,1,0
77002,36.82180796476492,7,304900,201807,Low Impact,1,0
77002,36.82180796476492,7,343450,202207,Low Impact,1,0
77002,36.82180796476492,7,349000,201911,Low Impact,1,0
77002,36.82180796476492,7,348725,202311,Low Impact,1,0
77002,36.82180796476492,7,323364,201908,Low Impact,1,0
77002,36.82180796476492,7,365000,201612,Low Impact,0,0
77002,36.82180796476492,7,347225,202401,Low Impact,1,0
77002,36.82180796476492,7,316071,201903,Low Impact,1,0
77002,36.82180796476492,7,313750,202202,Low Impact,1,0
77002,36.82180796476492,7,336000,202001,Low Impact,1,0
77002,36.82180796476492,7,341125,201608,Low Impact,0,0
77002,36.82180796476492,7,349900,202312,Low Impact,1,0
77002,36.82180796476492,7,348625,202106,Low Impact,1,0
77002,36.82180796476492,7,299000,201710,Low Impact,1,0
77002,36.82180796476492,7,315000,202004,Low Impact,1,0
77002,36.82180796476492,7,322500,201906,Low Impact,1,0
77002,36.82180796476492,7,315000,202203,Low Impact,1,0
77002,36.82180796476492,7,295750,202006,Low Impact,1,0
77002,36.82180796476492,7,311250,202502,Low Impact,1,0
77002,36.82180796476492,7,354250,202205,Low Impact,1,0
77002,36.82180796476492,7,311250,202504,Low Impact,1,0
77002,36.82180796476492,7,310000,201705,Low Impact,0,0
77002,36.82180796476492,7,310000,202505,Low Impact,1,0
77002,36.82180796476492,7,366000,202109,Low Impact,1,0
77002,36.82180796476492,7,394900,202304,Low Impact,1,0
77002,36.82180796476492,7,363000,202309,Low Impact,1,0
77002,36.82180796476492,7,328250,201703,Low Impact,0,0
77002,36.82180796476492,7,309500,201902,Low Impact,1,0
77002,36.82180796476492,7,331250,202208,Low Impact,1,0
77002,36.82180796476492,7,355200,202310,Low Impact,1,0
77002,36.82180796476492,7,320000,202204,Low Impact,1,0
77002,36.82180796476492,7,299950,202011,Low Impact,1,0
77002,36.82180796476492,7,308750,201810,Low Impact,1,0
77002,36.82180796476492,7,325000,201803,Low Impact,1,0
77002,36.82180796476492,7,335000,202002,Low Impact,1,0
77002,36.82180796476492,7,296625,201708,Low Impact,1,0
77002,36.82180796476492,7,331750,201609,Low Impact,0,0
77002,36.82180796476492,7,299000,201707,Low Impact,0,0
77002,36.82180796476492,7,392250,202307,Low Impact,1,0
77002,36.82180796476492,7,329909,201909,Low Impact,1,0
77002,36.82180796476492,7,299000,202012,Low Impact,1,0
77002,36.82180796476492,7,310000,202411,Low Impact,1,0
77003,37.62315650151644,35,335000,201705,Low Impact,0,0
77003,37.62315650151644,35,371425,201805,Low Impact,1,0
77003,37.62315650151644,35,367000,201707,Low Impact,0,0
77003,37.62315650151644,35,449893,202401,Low Impact,1,0
77003,37.62315650151644,35,358694,201808,Low Impact,1,0
77003,37.62315650151644,35,379071,201904,Low Impact,1,0
77003,37.62315650151644,35,429900,202502,Low Impact,1,0
77003,37.62315650151644,35,430500,202302,Low Impact,1,0
77003,37.62315650151644,35,442900,202405,Low Impact,1,0
77003,37.62315650151644,35,439225,202303,Low Impact,1,0
77003,37.62315650151644,35,361400,201811,Low Impact,1,0
77003,37.62315650151644,35,454500,202309,Low Impact,1,0
77003,37.62315650151644,35,329000,201712,Low Impact,1,0
77003,37.62315650151644,35,381220,202104,Low Impact,1,0
77003,37.62315650151644,35,415475,202509,Low Impact,1,0
77003,37.62315650151644,35,329000,201801,Low Impact,1,0
77003,37.62315650151644,35,464950,202402,Low Impact,1,0
77003,37.62315650151644,35,385000,202110,Low Impact,1,0
77003,37.62315650151644,35,367925,201907,Low Impact,1,0
77003,37.62315650151644,35,361450,201804,Low Impact,1,0
77003,37.62315650151644,35,376000,202012,Low Impact,1,0
77003,37.62315650151644,35,435000,202406,Low Impact,1,0
77003,37.62315650151644,35,425000,202508,Low Impact,1,0
77003,37.62315650151644,35,349900,201709,Low Impact,1,0
77003,37.62315650151644,35,425000,202501,Low Impact,1,0
77003,37.62315650151644,35,423000,202206,Low Impact,1,0
77003,37.62315650151644,35,374048,202004,Low Impact,1,0
77003,37.62315650151644,35,425725,202301,Low Impact,1,0
77003,37.62315650151644,35,335000,201711,Low Impact,1,0
77003,37.62315650151644,35,419948,202506,Low Impact,1,0
77003,37.62315650151644,35,376425,201902,Low Impact,1,0
77003,37.62315650151644,35,376993,202007,Low Impact,1,0
77003,37.62315650151644,35,415000,202410,Low Impact,1,0
77003,37.62315650151644,35,329900,201612,Low Impact,0,0
77003,37.62315650151644,35,412587,202507,Low Impact,1,0
77003,37.62315650151644,35,374900,201901,Low Impact,1,0
77003,37.62315650151644,35,377975,201905,Low Impact,1,0
77003,37.62315650151644,35,348750,201701,Low Impact,0,0
77003,37.62315650151644,35,425475,202205,Low Impact,1,0
77003,37.62315650151644,35,412750,202209,Low Impact,1,0
77003,37.62315650151644,35,454500,202308,Low Impact,1,0
77003,37.62315650151644,35,439000,202408,Low Impact,1,0
77003,37.62315650151644,35,422500,202201,Low Impact,1,0
77003,37.62315650151644,35,444250,202403,Low Impact,1,0
77003,37.62315650151644,35,399923,202109,Low Impact,1,0
77003,37.62315650151644,35,410000,202510,Low Impact,1,0
77003,37.62315650151644,35,395999,202107,Low Impact,1,0
77003,37.62315650151644,35,423250,202312,Low Impact,1,0
77003,37.62315650151644,35,331250,201706,Low Impact,0,0
77003,37.62315650151644,35,371220,202005,Low Impact,1,0
77003,37.62315650151644,35,443950,202404,Low Impact,1,0
77003,37.62315650151644,35,329900,201611,Low Impact,0,0
77003,37.62315650151644,35,347500,201607,Low Impact,0,0
77003,37.62315650151644,35,375900,202001,Low Impact,1,0
77003,37.62315650151644,35,379900,202102,Low Impact,1,0
77003,37.62315650151644,35,369764,201908,Low Impact,1,0
77003,37.62315650151644,35,362900,201807,Low Impact,1,0
77003,37.62315650151644,35,380000,202101,Low Impact,1,0
77003,37.62315650151644,35,345900,201609,Low Impact,0,0
77003,37.62315650151644,35,362900,201806,Low Impact,1,0
77003,37.62315650151644,35,418750,202409,Low Impact,1,0
77003,37.62315650151644,35,379748,202011,Low Impact,1,0
77003,37.62315650151644,35,410000,202212,Low Impact,1,0
77003,37.62315650151644,35,422500,202202,Low Impact,1,0
77003,37.62315650151644,35,406225,202108,Low Impact,1,0
77003,37.62315650151644,35,370000,201911,Low Impact,1,0
77003,37.62315650151644,35,355875,201810,Low Impact,1,0
77003,37.62315650151644,35,423475,202208,Low Impact,1,0
77003,37.62315650151644,35,410500,202203,Low Impact,1,0
77003,37.62315650151644,35,425000,202505,Low Impact,1,0
77003,37.62315650151644,35,329450,201704,Low Impact,0,0
77003,37.62315650151644,35,447000,202310,Low Impact,1,0
77003,37.62315650151644,35,370000,202010,Low Impact,1,0
77003,37.62315650151644,35,409900,202512,Low Impact,1,0
77003,37.62315650151644,35,424450,202204,Low Impact,1,0
77003,37.62315650151644,35,325000,201703,Low Impact,0,0
77003,37.62315650151644,35,417500,202411,Low Impact,1,0
77003,37.62315650151644,35,369559,201909,Low Impact,1,0
77003,37.62315650151644,35,334450,201702,Low Impact,0,0
77003,37.62315650151644,35,370915,202003,Low Impact,1,0
77003,37.62315650151644,35,369400,201910,Low Impact,1,0
77003,37.62315650151644,35,359000,201708,Low Impact,1,0
77003,37.62315650151644,35,392475,202106,Low Impact,1,0
77003,37.62315650151644,35,380995,202008,Low Impact,1,0
77003,37.62315650151644,35,388099,202009,Low Impact,1,0
77003,37.62315650151644,35,329900,201608,Low Impact,0,0
77003,37.62315650151644,35,439000,202304,Low Impact,1,0
77003,37.62315650151644,35,374995,202002,Low Impact,1,0
77003,37.62315650151644,35,429450,202504,Low Impact,1,0
77003,37.62315650151644,35,379566,201903,Low Impact,1,0
77003,37.62315650151644,35,446250,202305,Low Impact,1,0
77003,37.62315650151644,35,409999,202207,Low Impact,1,0
77003,37.62315650151644,35,373750,202103,Low Impact,1,0
77003,37.62315650151644,35,450000,202307,Low Impact,1,0
77003,37.62315650151644,35,410000,202511,Low Impact,1,0
77003,37.62315650151644,35,347000,201803,Low Impact,1,0
77003,37.62315650151644,35,368450,201906,Low Impact,1,0
77003,37.62315650151644,35,434950,202503,Low Impact,1,0
77003,37.62315650151644,35,419950,202210,Low Impact,1,0
77003,37.62315650151644,35,399450,202105,Low Impact,1,0
77003,37.62315650151644,35,413250,202211,Low Impact,1,0
77003,37.62315650151644,35,419450,202112,Low Impact,1,0
77003,37.62315650151644,35,439000,202306,Low Impact,1,0
77003,37.62315650151644,35,349000,201610,Low Impact,0,0
77003,37.62315650151644,35,334438,201802,Low Impact,1,0
77003,37.62315650151644,35,375000,201912,Low Impact,1,0
77003,37.62315650151644,35,439250,202407,Low Impact,1,0
77003,37.62315650151644,35,349900,201710,Low Impact,1,0
77003,37.62315650151644,35,399625,202111,Low Impact,1,0
77003,37.62315650151644,35,427500,202412,Low Impact,1,0
77003,37.62315650151644,35,432000,202311,Low Impact,1,0
77003,37.62315650151644,35,362700,201809,Low Impact,1,0
77003,37.62315650151644,35,371250,201812,Low Impact,1,0
77003,37.62315650151644,35,375050,202006,Low Impact,1,0
77004,36.26558720299362,114,429250,202508,High Impact,1,1
77004,36.26558720299362,114,378000,201905,High Impact,1,1
77004,36.26558720299362,114,395925,202202,High Impact,1,1
77004,36.26558720299362,114,402750,202103,High Impact,1,1
77004,36.26558720299362,114,382713,201801,High Impact,1,1
77004,36.26558720299362,114,425000,202511,High Impact,1,1
77004,36.26558720299362,114,449900,202304,High Impact,1,1
77004,36.26558720299362,114,425000,202204,High Impact,1,1
77004,36.26558720299362,114,379900,201702,High Impact,0,1
77004,36.26558720299362,114,441225,202506,High Impact,1,1
77004,36.26558720299362,114,386000,201805,High Impact,1,1
77004,36.26558720299362,114,375000,201610,High Impact,0,1
77004,36.26558720299362,114,449990,202403,High Impact,1,1
77004,36.26558720299362,114,424475,202211,High Impact,1,1
77004,36.26558720299362,114,450000,202302,High Impact,1,1
77004,36.26558720299362,114,379950,201611,High Impact,0,1
77004,36.26558720299362,114,439900,202309,High Impact,1,1
77004,36.26558720299362,114,382213,202006,High Impact,1,1
77004,36.26558720299362,114,450000,202308,High Impact,1,1
77004,36.26558720299362,114,399900,202107,High Impact,1,1
77004,36.26558720299362,114,393480,201708,High Impact,1,1
77004,36.26558720299362,114,450000,202406,High Impact,1,1
77004,36.26558720299362,114,389000,202008,High Impact,1,1
77004,36.26558720299362,114,426000,202512,High Impact,1,1
77004,36.26558720299362,114,374975,201810,High Impact,1,1
77004,36.26558720299362,114,369450,201906,High Impact,1,1
77004,36.26558720299362,114,389225,201608,High Impact,0,1
77004,36.26558720299362,114,377800,201808,High Impact,1,1
